timestamp,electricity_true,electricity_pred,water_true,water_pred,garbage_true,garbage_pred,electricity_error,water_error,garbage_error,is_anomaly
2021-07-06 08:00:00,13.160955363636363,13.173764,208.78891666666667,208.66951,139.57374253512882,128.63211,0.012808865184437579,0.11940677897135288,10.94163193942569,1
2021-07-06 09:00:00,13.639052927927928,13.706453,208.78891666666667,208.66951,123.07985117832455,125.437675,0.06740039543633003,0.11940677897135288,2.357824297749673,1
2021-07-06 10:00:00,13.858874499999999,14.072584,208.78891666666667,208.66951,127.84061858098747,126.9796,0.2137096522216808,0.11940677897135288,0.8610195819640296,1
2021-07-06 11:00:00,13.982749954545456,14.293773,208.78891666666667,208.66951,136.39822394780398,127.77278,0.31102274290327436,0.11940677897135288,8.625442575733672,1
2021-07-06 12:00:00,13.874714253393666,14.155062,208.78891666666667,208.66951,140.57558301414088,127.139015,0.28034746840809177,0.11940677897135288,13.436567816386969,1
2021-07-06 13:00:00,13.649898878923768,13.903256,208.78891666666667,208.66951,104.44520161651538,127.824905,0.25335753739703293,0.11940677897135288,23.379703778992436,1
2021-07-06 14:00:00,13.987719727272726,13.702296,208.78891666666667,208.66951,120.86507498195533,127.39928,0.28542347025368286,0.11940677897135288,6.534201751443106,1
2021-07-06 15:00:00,13.688344343891403,13.832617,208.78891666666667,208.66951,118.12835967406379,125.909485,0.14427246213887024,0.11940677897135288,7.781125189217462,1
2021-07-06 16:00:00,13.404825090090089,13.405084,208.78891666666667,208.66951,126.76035400211555,128.0552,0.0002585662209462214,0.11940677897135288,1.2948522967125768,1
2021-07-06 17:00:00,13.286272297297298,12.928179,208.78891666666667,208.66951,118.72445615298423,126.673515,0.3580935100658529,0.11940677897135288,7.949059166839987,1
2021-07-06 18:00:00,12.508789726027398,12.63315,208.78891666666667,208.66951,134.28124588551006,124.70373,0.12436037468060945,0.11940677897135288,9.577518163342091,1
